pincode,age_0_5,age_18_greater,state,district,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,adult_spike_ratio,velocity_index,ghost_ratio
388260,168.0,5.0,Gujarat,Kheda,1877.0,2355.0,120.0,1125.0,0.028735632183908046,1997.0,0.06389776357827476
388265,90.0,3.0,Gujarat,Mahisagar,1116.0,1484.0,101.0,942.0,0.031914893617021274,1217.0,0.09042076991942703
388270,151.0,1.0,Gujarat,Panchmahals,1261.0,1716.0,74.0,1069.0,0.006535947712418301,1335.0,0.058637083993660855
388305,12.0,1.0,Gujarat,Anand,434.0,692.0,16.0,210.0,0.07142857142857142,450.0,0.0367816091954023
388306,34.0,0.0,Gujarat,Anand,477.0,589.0,33.0,377.0,0.0,510.0,0.06903765690376569
388307,170.0,16.0,Gujarat,Anand,1416.0,2971.0,30.0,420.0,0.0855614973262032,1446.0,0.02117148906139732
388310,21.0,2.0,Gujarat,Anand,264.0,406.0,27.0,138.0,0.08333333333333333,291.0,0.1018867924528302
388315,46.0,13.0,Gujarat,Anand,873.0,863.0,97.0,880.0,0.21666666666666667,970.0,0.11098398169336385
388320,71.0,15.0,Gujarat,Anand,836.0,847.0,63.0,545.0,0.1724137931034483,899.0,0.07526881720430108
388325,80.0,23.0,Gujarat,Anand,983.0,1488.0,135.0,1167.0,0.22115384615384615,1118.0,0.13719512195121952
388330,32.0,1.0,Gujarat,Anand,180.0,181.0,5.0,87.0,0.029411764705882353,185.0,0.027624309392265192
388335,91.0,6.0,Gujarat,Anand,637.0,888.0,35.0,370.0,0.061224489795918366,672.0,0.054858934169279
388340,73.0,3.0,Gujarat,Anand,422.0,456.0,41.0,172.0,0.03896103896103896,463.0,0.09692671394799054
388345,32.0,8.0,Gujarat,Anand,324.0,435.0,41.0,250.0,0.1951219512195122,365.0,0.12615384615384614
388350,69.0,7.0,Gujarat,Anand,920.0,1185.0,39.0,513.0,0.09090909090909091,959.0,0.04234527687296417
388355,5.0,8.0,Gujarat,Anand,133.0,273.0,9.0,118.0,0.5714285714285714,142.0,0.06716417910447761
388360,42.0,5.0,Gujarat,Anand,639.0,538.0,31.0,432.0,0.10416666666666667,670.0,0.0484375
388365,63.0,8.0,Gujarat,Anand,1161.0,994.0,90.0,897.0,0.1111111111111111,1251.0,0.0774526678141136
388370,47.0,2.0,Gujarat,Anand,610.0,695.0,31.0,154.0,0.04,641.0,0.05073649754500818
388410,27.0,1.0,Gujarat,Anand,297.0,409.0,13.0,109.0,0.034482758620689655,310.0,0.0436241610738255
388421,5.0,0.0,Gujarat,Anand,169.0,417.0,8.0,83.0,0.0,177.0,0.047058823529411764
388430,65.0,4.0,Gujarat,Anand,610.0,717.0,56.0,627.0,0.05714285714285714,666.0,0.09165302782324058
388440,49.0,5.0,Gujarat,Anand,656.0,1018.0,88.0,717.0,0.09090909090909091,744.0,0.1339421613394216
388450,118.0,6.0,Gujarat,Anand,1838.0,2307.0,99.0,915.0,0.048,1937.0,0.053833605220228384
388460,30.0,1.0,Gujarat,Anand,632.0,1003.0,38.0,393.0,0.03125,670.0,0.06003159557661927
388465,14.0,2.0,Gujarat,Anand,293.0,498.0,14.0,112.0,0.11764705882352941,307.0,0.047619047619047616
388470,4.0,2.0,Gujarat,Anand,89.0,195.0,3.0,37.0,0.2857142857142857,92.0,0.03333333333333333
388480,33.0,3.0,Gujarat,Anand,475.0,596.0,47.0,475.0,0.08108108108108109,522.0,0.09873949579831932
388510,158.0,6.0,Gujarat,Anand,1671.0,2228.0,37.0,688.0,0.03636363636363636,1708.0,0.022129186602870814
388520,164.0,4.0,Gujarat,Anand,866.0,1195.0,18.0,335.0,0.023668639053254437,884.0,0.020761245674740483
388530,258.0,5.0,Gujarat,Anand,1739.0,1355.0,74.0,1024.0,0.01893939393939394,1813.0,0.04252873563218391
388540,428.0,34.0,Gujarat,Anand,2166.0,2250.0,131.0,1715.0,0.0734341252699784,2297.0,0.06045223811721274
388543,40.0,4.0,Gujarat,Anand,286.0,179.0,22.0,125.0,0.08888888888888889,308.0,0.07665505226480836
388545,6.0,2.0,Gujarat,Anand,107.0,68.0,12.0,89.0,0.2222222222222222,119.0,0.1111111111111111
388550,202.0,16.0,Gujarat,Anand,1704.0,1466.0,80.0,1043.0,0.0730593607305936,1784.0,0.0469208211143695
388560,71.0,12.0,Gujarat,Anand,1012.0,1321.0,58.0,644.0,0.14285714285714285,1070.0,0.05725567620927937
388570,31.0,1.0,Gujarat,Anand,339.0,455.0,9.0,159.0,0.030303030303030304,348.0,0.026470588235294117
388580,149.0,1.0,Gujarat,Anand,1242.0,1193.0,47.0,661.0,0.006622516556291391,1289.0,0.03781174577634755
388590,9.0,0.0,Gujarat,Anand,219.0,236.0,3.0,98.0,0.0,222.0,0.013636363636363636
388610,43.0,1.0,Gujarat,Anand,419.0,383.0,18.0,195.0,0.022222222222222223,437.0,0.04285714285714286
388620,418.0,15.0,Gujarat,Anand,2457.0,3218.0,205.0,2091.0,0.03456221198156682,2662.0,0.08340113913751017
388625,121.0,12.0,Gujarat,Anand,1061.0,1258.0,38.0,479.0,0.08955223880597014,1099.0,0.035781544256120526
388630,15.0,0.0,Gujarat,Anand,222.0,177.0,13.0,104.0,0.0,235.0,0.05829596412556054
388640,96.0,3.0,Gujarat,Anand,1486.0,1369.0,95.0,1054.0,0.03,1581.0,0.06388702084734364
388710,42.0,6.0,Gujarat,Panchmahals,724.0,1384.0,33.0,486.0,0.12244897959183673,757.0,0.04551724137931035
388713,90.0,2.0,Gujarat,Panchmahals,658.0,1210.0,32.0,422.0,0.021505376344086023,690.0,0.048558421851289835
389001,1536.0,133.0,Gujarat,Panchmahals,7116.0,10296.0,863.0,6487.0,0.07964071856287425,7979.0,0.12125895742588169
389110,196.0,4.0,Gujarat,Mahisagar,2790.0,3222.0,126.0,1165.0,0.01990049751243781,2916.0,0.04514510927982802
389115,478.0,26.0,Gujarat,Panchmahals,2718.0,3800.0,136.0,1409.0,0.05148514851485148,2854.0,0.05001838911364472
389120,418.0,18.0,Gujarat,Panchmahals,2529.0,4010.0,136.0,1332.0,0.041189931350114416,2665.0,0.05375494071146245
389130,229.0,41.0,Gujarat,Dahod,2483.0,2700.0,305.0,2170.0,0.15129151291512916,2788.0,0.12278582930756844
389140,537.0,170.0,Gujarat,Dahod,3035.0,3988.0,218.0,1717.0,0.2401129943502825,3253.0,0.07180500658761528
389146,186.0,34.0,Gujarat,Dahod,1518.0,1322.0,140.0,1366.0,0.15384615384615385,1658.0,0.09216589861751152
389151,2207.0,325.0,Gujarat,Dahod,11198.0,13325.0,1028.0,7275.0,0.12830635609948676,12226.0,0.09179391017055094
389152,545.0,150.0,Gujarat,Dahod,3817.0,3955.0,205.0,1457.0,0.21551724137931033,4022.0,0.0536930330015715
389154,402.0,125.0,Gujarat,Dahod,4651.0,4957.0,217.0,1675.0,0.23674242424242425,4868.0,0.04664660361134996
389155,927.0,224.0,Gujarat,Dahod,5481.0,5106.0,379.0,2689.0,0.19444444444444445,5860.0,0.0691353520612915
389160,11.0,0.0,Gujarat,Dahod,111.0,146.0,5.0,90.0,0.0,116.0,0.044642857142857144
389170,1248.0,195.0,Gujarat,Dohad,6071.0,7761.0,644.0,3897.0,0.13504155124653738,6715.0,0.10606060606060606
389172,675.0,23.0,Gujarat,Dohad,4410.0,4323.0,457.0,2728.0,0.032904148783977114,4867.0,0.10360462480163228
389175,368.0,47.0,Gujarat,Dahod,2954.0,3011.0,283.0,2007.0,0.11298076923076923,3237.0,0.09576988155668359
389180,1196.0,283.0,Gujarat,Dohad,6806.0,7683.0,539.0,3624.0,0.1912162162162162,7345.0,0.07918319377111796
389190,555.0,29.0,Gujarat,Dohad,3540.0,3841.0,260.0,2096.0,0.04957264957264957,3800.0,0.07342558599265744
389210,638.0,74.0,Gujarat,Panchmahals,4497.0,10381.0,253.0,1819.0,0.10378681626928471,4750.0,0.05624722098710538
389220,166.0,4.0,Gujarat,Panchmahals,1573.0,3288.0,66.0,863.0,0.023391812865497075,1639.0,0.04193138500635324
389230,510.0,30.0,Gujarat,Mahisagar,4931.0,7220.0,249.0,2680.0,0.05545286506469501,5180.0,0.05048661800486618
389232,88.0,1.0,Gujarat,Mahisagar,1035.0,1466.0,15.0,368.0,0.011111111111111112,1050.0,0.01447876447876448
389235,61.0,2.0,Gujarat,Mahisagar,655.0,1252.0,13.0,232.0,0.03125,668.0,0.019817073170731708
389240,149.0,1.0,Gujarat,Mahisagar,2374.0,2907.0,124.0,1711.0,0.006622516556291391,2498.0,0.05221052631578947
389250,15.0,0.0,Gujarat,Mahisagar,333.0,314.0,10.0,194.0,0.0,343.0,0.029940119760479042
389260,481.0,51.0,Gujarat,Mahisagar,2637.0,3120.0,245.0,2388.0,0.09568480300187618,2882.0,0.09287338893100834
389265,58.0,5.0,Gujarat,Mahisagar,935.0,1570.0,26.0,300.0,0.078125,961.0,0.027777777777777776
389310,143.0,8.0,Gujarat,Panchmahals,830.0,809.0,52.0,615.0,0.05263157894736842,882.0,0.06257521058965103
389320,114.0,2.0,Gujarat,Panchmahals,1211.0,1660.0,118.0,888.0,0.017094017094017096,1329.0,0.09735973597359736
389330,183.0,7.0,Gujarat,Panch Mahals,1272.0,1348.0,134.0,891.0,0.03664921465968586,1406.0,0.10526315789473684
389340,137.0,4.0,Gujarat,Panchmahals,1450.0,1607.0,151.0,1003.0,0.028169014084507043,1601.0,0.10406616126809097
389341,429.0,37.0,Gujarat,Panchmahals,1483.0,1787.0,89.0,936.0,0.07922912205567452,1572.0,0.05997304582210242
389350,460.0,31.0,Gujarat,Panchmahals,3132.0,3029.0,178.0,1695.0,0.06300813008130081,3310.0,0.05681455473986594
389360,174.0,11.0,Gujarat,Panch Mahals,994.0,1248.0,76.0,840.0,0.05913978494623656,1070.0,0.0763819095477387
389365,425.0,76.0,Gujarat,Panchmahals,1889.0,2337.0,205.0,1875.0,0.15139442231075698,2094.0,0.10846560846560846
389370,51.0,0.0,Gujarat,Panchmahals,785.0,908.0,90.0,626.0,0.0,875.0,0.11450381679389313
389380,1080.0,78.0,Gujarat,Dahod,5338.0,5057.0,590.0,3933.0,0.06729939603106126,5928.0,0.11050758569020416
389382,394.0,225.0,Gujarat,Dahod,3596.0,4796.0,94.0,1038.0,0.3629032258064516,3690.0,0.026132888518209618
389390,56.0,0.0,Gujarat,Panchmahals,739.0,1248.0,102.0,563.0,0.0,841.0,0.13783783783783785
390001,270.0,27.0,Gujarat,Vadodara,2312.0,3386.0,253.0,2902.0,0.09060402684563758,2565.0,0.10938175529615218
390002,136.0,20.0,Gujarat,Vadodara,1508.0,2815.0,246.0,2291.0,0.12738853503184713,1754.0,0.16302186878727634
390003,5.0,0.0,Gujarat,Vadodara,35.0,60.0,10.0,85.0,0.0,45.0,0.2777777777777778
390004,128.0,3.0,Gujarat,Vadodara,1432.0,2569.0,160.0,1216.0,0.022727272727272728,1592.0,0.11165387299371947
390006,187.0,9.0,Gujarat,Vadodara,2264.0,4039.0,299.0,2783.0,0.04568527918781726,2563.0,0.13200883002207506
390007,108.0,5.0,Gujarat,Vadodara,1172.0,2211.0,221.0,1671.0,0.043859649122807015,1393.0,0.18840579710144928
390008,42.0,1.0,Gujarat,Vadodara,602.0,967.0,109.0,799.0,0.022727272727272728,711.0,0.18076285240464346
390009,220.0,14.0,Gujarat,Vadodara,1467.0,2397.0,460.0,2498.0,0.059574468085106386,1927.0,0.3133514986376022
390010,110.0,2.0,Gujarat,Vadodara,1304.0,2095.0,219.0,1078.0,0.017699115044247787,1523.0,0.167816091954023
390011,198.0,20.0,Gujarat,Vadodara,2123.0,3321.0,345.0,2335.0,0.091324200913242,2468.0,0.16242937853107345
390012,291.0,3.0,Gujarat,Vadodara,2058.0,3118.0,375.0,2400.0,0.010169491525423728,2433.0,0.1821272462360369
390013,60.0,5.0,Gujarat,Vadodara,544.0,1121.0,169.0,639.0,0.07575757575757576,713.0,0.3100917431192661
390014,76.0,3.0,Gujarat,Vadodara,626.0,1081.0,207.0,1053.0,0.0375,833.0,0.33014354066985646
390016,137.0,3.0,Gujarat,Vadodara,1773.0,2198.0,267.0,1882.0,0.02127659574468085,2040.0,0.15050732807215333
390017,93.0,9.0,Gujarat,Vadodara,1271.0,1953.0,135.0,1280.0,0.08737864077669903,1406.0,0.10613207547169812
390018,81.0,4.0,Gujarat,Vadodara,869.0,1665.0,118.0,1195.0,0.046511627906976744,987.0,0.135632183908046
390019,1349.0,120.0,Gujarat,Vadodara,5450.0,9637.0,933.0,8335.0,0.08163265306122448,6383.0,0.17116125481563016
390020,148.0,14.0,Gujarat,Vadodara,1386.0,2559.0,182.0,1453.0,0.08588957055214724,1568.0,0.13121845710165825
390021,177.0,9.0,Gujarat,Vadodara,1718.0,2682.0,410.0,3022.0,0.0481283422459893,2128.0,0.2385107620709715
390022,212.0,28.0,Gujarat,Vadodara,1653.0,2812.0,355.0,2520.0,0.11618257261410789,2008.0,0.21463119709794437
390023,66.0,5.0,Gujarat,Vadodara,872.0,1420.0,145.0,1291.0,0.06944444444444445,1017.0,0.1660939289805269
390024,101.0,2.0,Gujarat,Vadodara,1547.0,2113.0,333.0,2388.0,0.019230769230769232,1880.0,0.21511627906976744
390025,100.0,4.0,Gujarat,Vadodara,1338.0,2275.0,345.0,2209.0,0.0380952380952381,1683.0,0.2576549663928305
391101,71.0,2.0,Gujarat,Vadodara,333.0,616.0,100.0,911.0,0.02702702702702703,433.0,0.2994011976047904
391105,57.0,3.0,Gujarat,Vadodara,504.0,651.0,72.0,545.0,0.04918032786885246,576.0,0.14257425742574256
391107,90.0,1.0,Gujarat,Vadodara,618.0,812.0,93.0,678.0,0.010869565217391304,711.0,0.15024232633279483
391110,366.0,23.0,Gujarat,Chhotaudepur,2178.0,2215.0,331.0,2757.0,0.05897435897435897,2509.0,0.15190454336851766
391115,35.0,2.0,Gujarat,Vadodara,372.0,384.0,49.0,378.0,0.05263157894736842,421.0,0.13136729222520108
391120,89.0,1.0,Gujarat,Narmada,671.0,880.0,65.0,535.0,0.01098901098901099,736.0,0.09672619047619048
391121,79.0,1.0,Gujarat,Narmada,664.0,961.0,62.0,346.0,0.012345679012345678,726.0,0.09323308270676692
391125,141.0,19.0,Gujarat,Chhotaudepur,1143.0,1708.0,143.0,1149.0,0.11801242236024845,1286.0,0.125
391130,20.0,5.0,Gujarat,Chhotaudepur,502.0,595.0,34.0,280.0,0.19230769230769232,536.0,0.06759443339960239
391135,220.0,47.0,Gujarat,Chhotaudepur,2483.0,4497.0,235.0,1775.0,0.17537313432835822,2718.0,0.09460547504025765
391140,94.0,28.0,Gujarat,Chhotaudepur,934.0,1840.0,132.0,855.0,0.22764227642276422,1066.0,0.1411764705882353
391145,124.0,6.0,Gujarat,Chhotaudepur,1282.0,1260.0,146.0,1330.0,0.04580152671755725,1428.0,0.11379579111457522
391150,321.0,106.0,Gujarat,Chhotaudepur,2676.0,5841.0,178.0,1074.0,0.24766355140186916,2854.0,0.06649234217407546
391152,124.0,32.0,Gujarat,Chhotaudepur,1258.0,3017.0,111.0,574.0,0.20382165605095542,1369.0,0.08816521048451152
391155,51.0,5.0,Gujarat,Vadodara,991.0,1406.0,81.0,727.0,0.08771929824561403,1072.0,0.08165322580645161
391156,42.0,2.0,Gujarat,Vadodara,300.0,473.0,13.0,100.0,0.044444444444444446,313.0,0.04318936877076412
391160,543.0,94.0,Gujarat,Chhotaudepur,5589.0,9236.0,574.0,3456.0,0.14733542319749215,6163.0,0.10268336314847942
391165,699.0,154.0,Gujarat,Chhotaudepur,5610.0,10233.0,652.0,3321.0,0.18032786885245902,6262.0,0.11620032079843165
391168,185.0,36.0,Gujarat,Chhotaudepur,2348.0,4479.0,472.0,1912.0,0.16216216216216217,2820.0,0.2009365687526607
391170,185.0,43.0,Gujarat,Chhotaudepur,2626.0,5276.0,282.0,1736.0,0.18777292576419213,2908.0,0.10734678340312143
391175,29.0,1.0,Gujarat,Vadodara,506.0,848.0,34.0,194.0,0.03225806451612903,540.0,0.0670611439842209
391210,71.0,2.0,Gujarat,Vadodara,507.0,647.0,52.0,516.0,0.02702702702702703,559.0,0.10236220472440945
391220,59.0,2.0,Gujarat,Vadodara,437.0,615.0,83.0,564.0,0.03225806451612903,520.0,0.18949771689497716
391240,290.0,18.0,Gujarat,Vadodara,1979.0,1971.0,234.0,2253.0,0.05825242718446602,2213.0,0.11818181818181818
391243,33.0,1.0,Gujarat,Vadodara,158.0,335.0,15.0,166.0,0.02857142857142857,173.0,0.09433962264150944
391244,100.0,1.0,Gujarat,Vadodara,426.0,489.0,35.0,392.0,0.00980392156862745,461.0,0.08196721311475409
391250,54.0,0.0,Gujarat,Vadodara,467.0,619.0,53.0,609.0,0.0,520.0,0.11324786324786325
391310,53.0,2.0,Gujarat,Vadodara,772.0,1078.0,92.0,828.0,0.03571428571428571,864.0,0.11901681759379043
391320,4.0,0.0,Gujarat,Vadodara,19.0,16.0,12.0,39.0,0.0,31.0,0.6
391330,313.0,5.0,Gujarat,Vadodara,1379.0,2420.0,71.0,875.0,0.01567398119122257,1450.0,0.05144927536231884
391340,53.0,1.0,Gujarat,Vadodara,424.0,519.0,8.0,239.0,0.01818181818181818,432.0,0.018823529411764704
391345,2.0,0.0,Gujarat,Vadodara,24.0,25.0,7.0,32.0,0.0,31.0,0.28
391346,10.0,0.0,Gujarat,Vadodara,22.0,30.0,0.0,22.0,0.0,22.0,0.0
391350,31.0,2.0,Gujarat,Vadodara,576.0,671.0,48.0,539.0,0.058823529411764705,624.0,0.0831889081455806
391410,224.0,3.0,Gujarat,Vadodara,1083.0,1532.0,391.0,2646.0,0.013157894736842105,1474.0,0.3607011070110701
391421,40.0,2.0,Gujarat,Vadodara,398.0,451.0,37.0,297.0,0.046511627906976744,435.0,0.09273182957393483
391430,86.0,3.0,Gujarat,Vadodara,882.0,792.0,69.0,722.0,0.03333333333333333,951.0,0.07814269535673839
391440,765.0,46.0,Gujarat,Vadodara,3010.0,4200.0,292.0,2798.0,0.05665024630541872,3302.0,0.09697774825639323
391445,119.0,0.0,Gujarat,Vadodara,697.0,1000.0,73.0,616.0,0.0,770.0,0.10458452722063037
391450,71.0,2.0,Gujarat,Vadodara,432.0,469.0,35.0,245.0,0.02702702702702703,467.0,0.08083140877598152
391510,102.0,2.0,Gujarat,Vadodara,967.0,1195.0,110.0,1249.0,0.01904761904761905,1077.0,0.11363636363636363
391520,68.0,0.0,Gujarat,Vadodara,398.0,532.0,59.0,558.0,0.0,457.0,0.14786967418546365
391530,96.0,5.0,Gujarat,Vadodara,892.0,985.0,69.0,912.0,0.049019607843137254,961.0,0.07726763717805152
391740,95.0,3.0,Gujarat,Vadodara,1341.0,1648.0,220.0,1826.0,0.030303030303030304,1561.0,0.16393442622950818
391745,35.0,6.0,Gujarat,Vadodara,366.0,525.0,13.0,252.0,0.14285714285714285,379.0,0.035422343324250684
391750,0.0,0.0,0,0,6.0,5.0,1.0,17.0,0.0,7.0,0.14285714285714285
391760,194.0,5.0,Gujarat,Vadodara,1205.0,1404.0,150.0,1366.0,0.025,1355.0,0.12437810945273632
391761,71.0,4.0,Gujarat,Vadodara,693.0,824.0,66.0,689.0,0.05263157894736842,759.0,0.09510086455331412
391770,382.0,73.0,Gujarat,Vadodara,1356.0,1483.0,165.0,1866.0,0.1600877192982456,1521.0,0.12159174649963155
391774,83.0,9.0,Gujarat,Vadodara,821.0,1077.0,71.0,596.0,0.0967741935483871,892.0,0.08637469586374696
391775,152.0,1.0,Gujarat,Vadodara,539.0,744.0,52.0,290.0,0.006493506493506494,591.0,0.0962962962962963
391780,66.0,7.0,Gujarat,Vadodara,774.0,864.0,61.0,812.0,0.0945945945945946,835.0,0.07870967741935483
391810,66.0,1.0,Gujarat,Bharuch,926.0,752.0,76.0,713.0,0.014705882352941176,1002.0,0.08198489751887811
392001,673.0,17.0,Gujarat,Bharuch,5475.0,6445.0,1942.0,12199.0,0.024602026049204053,7417.0,0.3546384222059898
392011,135.0,0.0,Gujarat,Bharuch,1159.0,1026.0,198.0,1190.0,0.0,1357.0,0.1706896551724138
392012,74.0,3.0,Gujarat,Bharuch,1117.0,1048.0,131.0,731.0,0.038461538461538464,1248.0,0.11717352415026834
392015,101.0,1.0,Gujarat,Bharuch,1118.0,909.0,210.0,1122.0,0.009708737864077669,1328.0,0.1876675603217158
392020,73.0,1.0,Gujarat,Bharuch,844.0,836.0,114.0,601.0,0.013333333333333334,958.0,0.1349112426035503
392025,48.0,0.0,Gujarat,Bharuch,467.0,535.0,48.0,269.0,0.0,515.0,0.10256410256410256
392030,21.0,0.0,Gujarat,Bharuch,361.0,301.0,63.0,314.0,0.0,424.0,0.17403314917127072
392035,27.0,0.0,Gujarat,Bharuch,249.0,275.0,67.0,344.0,0.0,316.0,0.268
392040,44.0,0.0,Gujarat,Bharuch,473.0,393.0,22.0,184.0,0.0,495.0,0.046413502109704644
392110,136.0,3.0,Gujarat,Bharuch,1002.0,1181.0,253.0,1193.0,0.02142857142857143,1255.0,0.2522432701894317
392130,41.0,2.0,Gujarat,Bharuch,707.0,667.0,113.0,510.0,0.045454545454545456,820.0,0.1596045197740113
392140,73.0,3.0,Gujarat,Bharuch,1171.0,1418.0,172.0,846.0,0.03896103896103896,1343.0,0.14675767918088736
392150,171.0,7.0,Gujarat,Bharuch,2577.0,2034.0,153.0,1008.0,0.03910614525139665,2730.0,0.05934833204034135
392155,48.0,0.0,Gujarat,Bharuch,666.0,494.0,51.0,411.0,0.0,717.0,0.07646176911544228
392160,27.0,1.0,Gujarat,Bharuch,268.0,302.0,35.0,253.0,0.034482758620689655,303.0,0.13011152416356878
392165,19.0,2.0,Gujarat,Bharuch,297.0,362.0,46.0,193.0,0.09090909090909091,343.0,0.15436241610738255
392170,54.0,2.0,Gujarat,Bharuch,731.0,711.0,117.0,932.0,0.03508771929824561,848.0,0.1598360655737705
392180,11.0,0.0,Gujarat,Bharuch,298.0,380.0,19.0,149.0,0.0,317.0,0.06354515050167224
392210,84.0,1.0,Gujarat,Bharuch,1153.0,1181.0,178.0,785.0,0.011627906976744186,1331.0,0.15424610051993068
392215,17.0,0.0,Gujarat,Bharuch,141.0,126.0,8.0,89.0,0.0,149.0,0.056338028169014086
392220,89.0,4.0,Gujarat,Bharuch,717.0,842.0,123.0,1001.0,0.0425531914893617,840.0,0.1713091922005571
392230,30.0,1.0,Gujarat,Bharuch,224.0,218.0,20.0,184.0,0.03125,244.0,0.08888888888888889
392240,42.0,1.0,Gujarat,Bharuch,286.0,436.0,83.0,327.0,0.022727272727272728,369.0,0.289198606271777
392310,25.0,1.0,Gujarat,Vadodara,245.0,224.0,60.0,291.0,0.037037037037037035,305.0,0.24390243902439024
393001,644.0,39.0,Gujarat,Bharuch,4726.0,4549.0,952.0,6977.0,0.05701754385964912,5678.0,0.20139623439813836
393002,69.0,0.0,Gujarat,Bharuch,717.0,614.0,164.0,836.0,0.0,881.0,0.22841225626740946
393010,120.0,1.0,Gujarat,Bharuch,1140.0,1128.0,171.0,1374.0,0.00819672131147541,1311.0,0.14986853637160386
393017,4.0,0.0,Gujarat,Bharuch,27.0,31.0,7.0,44.0,0.0,34.0,0.25
393020,53.0,0.0,Gujarat,Bharuch,493.0,510.0,62.0,388.0,0.0,555.0,0.12550607287449392
393025,75.0,6.0,Gujarat,Narmada,1181.0,2090.0,198.0,779.0,0.07317073170731707,1379.0,0.16751269035532995
393030,85.0,0.0,Gujarat,Bharuch,726.0,703.0,165.0,813.0,0.0,891.0,0.22696011004126548
393040,277.0,7.0,Gujarat,Narmada,3428.0,4608.0,380.0,2202.0,0.02456140350877193,3808.0,0.11081948089822105
393041,114.0,2.0,Gujarat,Narmada,1292.0,2321.0,153.0,660.0,0.017094017094017096,1445.0,0.11832946635730858
393050,169.0,19.0,Gujarat,Narmada,2572.0,4183.0,156.0,818.0,0.10052910052910052,2728.0,0.060629615235134084
393105,38.0,1.0,Gujarat,Vadodara,482.0,365.0,16.0,287.0,0.025,498.0,0.033126293995859216
393110,150.0,4.0,Gujarat,Bharuch,1799.0,1443.0,488.0,1959.0,0.025806451612903226,2287.0,0.27111111111111114
393115,57.0,2.0,Gujarat,Bharuch,989.0,894.0,151.0,833.0,0.03333333333333333,1140.0,0.15252525252525254
393120,61.0,2.0,Gujarat,Bharuch,686.0,646.0,108.0,706.0,0.03125,794.0,0.1572052401746725
393125,36.0,0.0,Gujarat,Bharuch,314.0,323.0,42.0,368.0,0.0,356.0,0.13333333333333333
393130,202.0,1.0,Gujarat,Narmada,2638.0,2974.0,276.0,1628.0,0.004901960784313725,2914.0,0.10458507010231148
393135,132.0,2.0,Gujarat,Bharuch,1378.0,1536.0,204.0,1397.0,0.014814814814814815,1582.0,0.14793328498912256
393140,45.0,0.0,Gujarat,Narmada,786.0,1106.0,238.0,650.0,0.0,1024.0,0.30241423125794153
393145,155.0,0.0,Gujarat,Narmada,2341.0,3940.0,1150.0,4149.0,0.0,3491.0,0.4910333048676345
393150,12.0,0.0,Gujarat,Narmada,231.0,313.0,28.0,103.0,0.0,259.0,0.1206896551724138
393151,106.0,7.0,Gujarat,Narmada,1451.0,2497.0,241.0,1383.0,0.06140350877192982,1692.0,0.1659779614325069
393155,34.0,0.0,Gujarat,Narmada,508.0,741.0,29.0,184.0,0.0,537.0,0.05697445972495088
394101,340.0,5.0,Gujarat,Surat,3514.0,2961.0,1080.0,9667.0,0.014450867052023121,4594.0,0.30725462304409673
394105,85.0,0.0,Gujarat,Surat,1238.0,1079.0,355.0,2362.0,0.0,1593.0,0.28652138821630346
394107,653.0,35.0,Gujarat,Surat,4886.0,4927.0,1175.0,12962.0,0.05079825834542816,6061.0,0.24043380396971556
394110,173.0,7.0,Gujarat,Surat,2347.0,2050.0,197.0,2126.0,0.03867403314917127,2544.0,0.08390119250425894
394111,3.0,0.0,Gujarat,Surat,29.0,22.0,10.0,39.0,0.0,39.0,0.3333333333333333
394115,55.0,1.0,Gujarat,Bharuch,430.0,407.0,32.0,313.0,0.017543859649122806,462.0,0.07424593967517401
394116,4.0,1.0,Gujarat,Bharuch,12.0,14.0,1.0,28.0,0.16666666666666666,13.0,0.07692307692307693
394120,138.0,1.0,Gujarat,Bharuch,1331.0,960.0,181.0,1447.0,0.007142857142857143,1512.0,0.13588588588588588
394125,12.0,0.0,Gujarat,Surat,256.0,211.0,28.0,250.0,0.0,284.0,0.10894941634241245
394130,143.0,5.0,Gujarat,Surat,1422.0,1422.0,383.0,3839.0,0.03355704697986577,1805.0,0.2691496837666901
394140,17.0,0.0,Gujarat,Surat,594.0,457.0,1.0,147.0,0.0,595.0,0.0016806722689075631
394150,119.0,6.0,Gujarat,Surat,1008.0,1094.0,190.0,1982.0,0.047619047619047616,1198.0,0.18830525272547077
394155,11.0,0.0,Gujarat,Surat,183.0,186.0,37.0,188.0,0.0,220.0,0.20108695652173914
394160,89.0,4.0,Gujarat,Surat,1794.0,1592.0,345.0,1338.0,0.0425531914893617,2139.0,0.19220055710306408
394163,47.0,2.0,Gujarat,Surat,943.0,1140.0,69.0,331.0,0.04,1012.0,0.07309322033898305
394170,28.0,3.0,Gujarat,Surat,554.0,569.0,59.0,373.0,0.09375,613.0,0.1063063063063063
394180,312.0,11.0,Gujarat,Surat,1534.0,1457.0,416.0,4247.0,0.033950617283950615,1950.0,0.2710097719869707
394185,120.0,0.0,Gujarat,Surat,944.0,856.0,231.0,2286.0,0.0,1175.0,0.24444444444444444
394190,109.0,1.0,Gujarat,Surat,773.0,731.0,175.0,1699.0,0.009009009009009009,948.0,0.22609819121447028
394210,2808.0,84.0,Gujarat,Surat,16650.0,17006.0,4468.0,40801.0,0.029035603180089874,21118.0,0.26833223229836045
