pincode,age_0_5,age_18_greater,state,district,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,adult_spike_ratio,velocity_index,ghost_ratio,anomaly_label,anomaly_score,primary_risk_factor,risk_status,lat,lon,geo_accuracy
413212,66.0,1.0,Maharashtra,Solapur,764.0,833.0,42.0,2261.0,0.0147058823529411,806.0,0.0549019607843137,1,0.3008562756079141,velocity_index,Low,0.0,0.0,Low
413213,145.0,2.0,Maharashtra,Solapur,3411.0,3207.0,145.0,7777.0,0.0135135135135135,3556.0,0.0424970691676436,1,0.251172429573122,velocity_index,Low,0.0,0.0,Low
413214,69.0,0.0,Maharashtra,Solapur,972.0,852.0,83.0,2700.0,0.0,1055.0,0.0853031860226104,1,0.3294152268364247,adult_spike_ratio,Low,0.0,0.0,Low
413215,92.0,5.0,Maharashtra,Solapur,1748.0,2856.0,44.0,1427.0,0.0510204081632653,1792.0,0.0251572327044025,1,0.2321161866699196,ghost_ratio,Low,0.0,0.0,Low
413216,157.0,5.0,Maharashtra,Solapur,4173.0,4808.0,148.0,7001.0,0.0306748466257668,4321.0,0.0354575946334451,1,0.226366553148844,velocity_index,Low,0.0,0.0,Low
413217,39.0,0.0,Maharashtra,Solapur,976.0,872.0,26.0,1969.0,0.0,1002.0,0.0266120777891504,1,0.2932668476394516,ghost_ratio,Low,0.0,0.0,Low
413218,18.0,0.0,Maharashtra,Solapur,879.0,866.0,43.0,2089.0,0.0,922.0,0.0488636363636363,1,0.3192966948249801,velocity_index,Low,0.0,0.0,Low
413219,107.0,0.0,Maharashtra,Solapur,2263.0,1637.0,118.0,2897.0,0.0,2381.0,0.0521201413427561,1,0.2896563828988872,adult_spike_ratio,Low,0.0,0.0,Low
413220,37.0,0.0,Maharashtra,Solapur,849.0,692.0,53.0,1487.0,0.0,902.0,0.0623529411764705,1,0.3228479609773341,velocity_index,Low,0.0,0.0,Low
413221,143.0,3.0,Maharashtra,Solapur,3146.0,5017.0,117.0,6749.0,0.0204081632653061,3263.0,0.0371782650142993,1,0.2592413420248504,velocity_index,Low,0.0,0.0,Low
413222,144.0,0.0,Maharashtra,Solapur,1721.0,4599.0,124.0,2816.0,0.0,1845.0,0.0720092915214866,1,0.3201202918060328,adult_spike_ratio,Low,0.0,0.0,Low
413223,29.0,4.0,Maharashtra,Solapur,700.0,574.0,78.0,1811.0,0.1176470588235294,778.0,0.1112696148359486,1,0.2238497035020807,adult_spike_ratio,Low,0.0,0.0,Low
413224,53.0,1.0,Maharashtra,Solapur,1440.0,1729.0,57.0,774.0,0.0181818181818181,1497.0,0.0395558639833449,1,0.284716991920665,velocity_index,Low,0.0,0.0,Low
413226,52.0,0.0,Maharashtra,Solapur,1215.0,1277.0,24.0,1655.0,0.0,1239.0,0.0197368421052631,1,0.2784193359382596,ghost_ratio,Low,0.0,0.0,Low
413227,41.0,0.0,Maharashtra,Solapur,1150.0,1151.0,65.0,2081.0,0.0,1215.0,0.0564726324934839,1,0.3174786177766666,adult_spike_ratio,Low,0.0,0.0,Low
413228,61.0,2.0,Maharashtra,Solapur,1431.0,2425.0,61.0,1920.0,0.03125,1492.0,0.0425977653631284,1,0.2820923361846368,velocity_index,Low,0.0,0.0,Low
413229,33.0,0.0,Maharashtra,Beed,1152.0,1180.0,65.0,1823.0,0.0,1217.0,0.0563746747614917,1,0.3174786177766666,adult_spike_ratio,Low,0.0,0.0,Low
413248,72.0,0.0,Maharashtra,Solapur,1526.0,1537.0,69.0,3712.0,0.0,1595.0,0.0451866404715127,1,0.3009657030291475,adult_spike_ratio,Low,0.0,0.0,Low
413249,103.0,0.0,Maharashtra,Beed,2421.0,2813.0,186.0,3684.0,0.0,2607.0,0.0767960363336085,1,0.3039846241463598,adult_spike_ratio,Low,0.0,0.0,Low
413250,19.0,0.0,Maharashtra,Solapur,350.0,316.0,11.0,581.0,0.0,361.0,0.0313390313390313,1,0.304153500193681,adult_spike_ratio,Low,0.0,0.0,Low
413251,34.0,1.0,Maharashtra,Solapur,573.0,603.0,49.0,1765.0,0.0277777777777777,622.0,0.0853658536585365,1,0.3011428790210572,velocity_index,Low,0.0,0.0,Low
413252,24.0,0.0,Maharashtra,Solapur,929.0,998.0,23.0,1266.0,0.0,952.0,0.0247311827956989,1,0.2935828582441109,ghost_ratio,Low,0.0,0.0,Low
413253,108.0,2.0,Maharashtra,Solapur,1744.0,1994.0,83.0,4236.0,0.018018018018018,1827.0,0.0475644699140401,1,0.2892844326426021,velocity_index,Low,0.0,0.0,Low
413255,48.0,1.0,Maharashtra,Solapur,1204.0,1669.0,38.0,845.0,0.02,1242.0,0.0315352697095435,1,0.2808785992967658,ghost_ratio,Low,0.0,0.0,Low
413301,25.0,1.0,Maharashtra,Solapur,927.0,769.0,26.0,1351.0,0.037037037037037,953.0,0.0280172413793103,1,0.2655483425334967,ghost_ratio,Low,0.0,0.0,Low
413302,84.0,1.0,Maharashtra,Solapur,2035.0,1353.0,59.0,2149.0,0.0116279069767441,2094.0,0.0289783889980353,1,0.2547325551823188,ghost_ratio,Low,0.0,0.0,Low
413303,16.0,0.0,Maharashtra,Solapur,324.0,336.0,15.0,714.0,0.0,339.0,0.0461538461538461,1,0.3175753263718316,adult_spike_ratio,Low,0.0,0.0,Low
413304,1233.0,55.0,Maharashtra,Solapur,10933.0,10648.0,787.0,27658.0,0.0426687354538401,11720.0,0.0719773184561917,1,0.1125576426439591,velocity_index,Low,0.0,0.0,Low
413305,190.0,2.0,Maharashtra,Solapur,4510.0,4316.0,165.0,8179.0,0.0103626943005181,4675.0,0.0365772555974285,1,0.2227430314515965,velocity_index,Low,0.0,0.0,Low
413306,81.0,6.0,Maharashtra,Solapur,2425.0,2540.0,158.0,6211.0,0.0681818181818181,2583.0,0.0651277823577906,1,0.2565699544471818,adult_spike_ratio,Low,0.0,0.0,Low
413307,383.0,25.0,Maharashtra,Solapur,4377.0,4057.0,224.0,7531.0,0.0611246943765281,4601.0,0.0511649154865235,1,0.1946398387060159,velocity_index,Low,0.0,0.0,Low
413308,46.0,1.0,Maharashtra,Solapur,799.0,942.0,47.0,1728.0,0.0208333333333333,846.0,0.05875,1,0.3055122279943781,velocity_index,Low,0.0,0.0,Low
413309,108.0,5.0,Maharashtra,Solapur,2992.0,3461.0,113.0,5144.0,0.043859649122807,3105.0,0.0377547611092549,1,0.2409919817094919,adult_spike_ratio,Low,0.0,0.0,Low
413310,87.0,0.0,Maharashtra,Solapur,2310.0,1603.0,121.0,5045.0,0.0,2431.0,0.0523582864560796,1,0.2890365694595684,adult_spike_ratio,Low,0.0,0.0,Low
413314,39.0,4.0,Maharashtra,Solapur,751.0,1162.0,43.0,1502.0,0.0909090909090909,794.0,0.0571808510638297,1,0.25208441039134,adult_spike_ratio,Low,0.0,0.0,Low
413315,64.0,3.0,Maharashtra,Solapur,1244.0,618.0,55.0,1343.0,0.0441176470588235,1299.0,0.0441767068273092,1,0.2769677753571852,velocity_index,Low,0.0,0.0,Low
413317,93.0,5.0,Maharashtra,Solapur,1737.0,1891.0,81.0,4033.0,0.0505050505050505,1818.0,0.0466052934407364,1,0.2590921902531525,adult_spike_ratio,Low,0.0,0.0,Low
413319,109.0,0.0,Maharashtra,Solapur,2334.0,1998.0,77.0,4243.0,0.0,2411.0,0.0329764453961456,1,0.2752275133184808,adult_spike_ratio,Low,0.0,0.0,Low
413322,88.0,3.0,Maharashtra,Solapur,1782.0,2637.0,66.0,3847.0,0.0326086956521739,1848.0,0.037016264722378,1,0.2724467432694392,velocity_index,Low,0.0,0.0,Low
413324,59.0,0.0,Maharashtra,Solapur,1014.0,761.0,28.0,2371.0,0.0,1042.0,0.0275862068965517,1,0.2936873183864018,ghost_ratio,Low,0.0,0.0,Low
413401,486.0,17.0,Maharashtra,Solapur,5638.0,5920.0,656.0,13761.0,0.0337301587301587,6294.0,0.1163326830998403,1,0.2225828569319796,velocity_index,Low,0.0,0.0,Low
413402,69.0,0.0,Maharashtra,Solapur,1287.0,2500.0,94.0,2357.0,0.0,1381.0,0.0729813664596273,1,0.3241966544263153,adult_spike_ratio,Low,0.0,0.0,Low
413403,74.0,0.0,Maharashtra,Solapur,600.0,1024.0,47.0,1573.0,0.0,647.0,0.0782029950083194,1,0.3281704747726245,adult_spike_ratio,Low,0.0,0.0,Low
413404,90.0,0.0,Maharashtra,Solapur,1041.0,1530.0,73.0,2203.0,0.0,1114.0,0.0700575815738963,1,0.3257594586014497,adult_spike_ratio,Low,0.0,0.0,Low
413405,41.0,0.0,Maharashtra,Osmanabad,1068.0,1736.0,47.0,2078.0,0.0,1115.0,0.0439663236669784,1,0.312881415399974,adult_spike_ratio,Low,0.0,0.0,Low
413406,51.0,0.0,Maharashtra,Solapur,842.0,1578.0,32.0,2045.0,0.0,874.0,0.0379596678529062,1,0.314465266063878,velocity_index,Low,0.0,0.0,Low
413409,36.0,0.0,Maharashtra,Solapur,585.0,579.0,76.0,1446.0,0.0,661.0,0.1296928327645051,1,0.3303684395363297,velocity_index,Low,0.0,0.0,Low
413410,24.0,0.0,Maharashtra,Solapur,471.0,577.0,32.0,1141.0,0.0,503.0,0.0677966101694915,1,0.3267789007863248,adult_spike_ratio,Low,0.0,0.0,Low
413411,35.0,0.0,Maharashtra,Solapur,157.0,951.0,21.0,1326.0,0.0,178.0,0.1329113924050632,1,0.3169050211940885,adult_spike_ratio,Low,0.0,0.0,Low
413412,23.0,0.0,Maharashtra,Solapur,497.0,930.0,15.0,995.0,0.0,512.0,0.0301204819277108,1,0.302594924960584,adult_spike_ratio,Low,0.0,0.0,Low
413501,453.0,1.0,Maharashtra,Dharashiv,8310.0,12301.0,483.0,12507.0,0.0021978021978021,8793.0,0.0581157502105643,1,0.1653293561314055,velocity_index,Low,0.0,0.0,Low
413502,147.0,3.0,Maharashtra,Osmanabad,3068.0,2707.0,149.0,5957.0,0.0198675496688741,3217.0,0.0485500162919517,1,0.2708969055459238,velocity_index,Low,0.0,0.0,Low
413503,71.0,3.0,Maharashtra,Osmanabad,1339.0,1314.0,70.0,2058.0,0.04,1409.0,0.0522388059701492,1,0.2854353451736711,velocity_index,Low,0.0,0.0,Low
413504,197.0,2.0,Maharashtra,Osmanabad,4531.0,4879.0,148.0,6607.0,0.01,4679.0,0.0326566637246248,1,0.2150290542138536,velocity_index,Low,0.0,0.0,Low
413505,125.0,1.0,Maharashtra,Osmanabad,2662.0,2625.0,164.0,6350.0,0.0078740157480314,2826.0,0.0615846789335336,1,0.2832151857406232,adult_spike_ratio,Low,0.0,0.0,Low
413506,80.0,0.0,Maharashtra,Osmanabad,1588.0,3221.0,125.0,3530.0,0.0,1713.0,0.0786658275645059,1,0.3231960058241971,adult_spike_ratio,Low,0.0,0.0,Low
413507,272.0,1.0,Maharashtra,Osmanabad,4903.0,8180.0,196.0,8904.0,0.0036496350364963,5099.0,0.0399673735725938,1,0.2142211513074911,velocity_index,Low,0.0,0.0,Low
413508,72.0,0.0,Maharashtra,Osmanabad,1287.0,2642.0,44.0,1639.0,0.0,1331.0,0.0341614906832298,1,0.2987473723103114,adult_spike_ratio,Low,0.0,0.0,Low
413509,126.0,0.0,Maharashtra,Osmanabad,2213.0,3618.0,132.0,3786.0,0.0,2345.0,0.059620596205962,1,0.2961962764942469,adult_spike_ratio,Low,0.0,0.0,Low
413510,95.0,1.0,Maharashtra,Latur,1317.0,3228.0,83.0,1439.0,0.0103092783505154,1400.0,0.0629742033383915,1,0.3009935864742786,velocity_index,Low,0.0,0.0,Low
413511,173.0,3.0,Maharashtra,Latur,3074.0,7398.0,197.0,5933.0,0.0169491525423728,3271.0,0.0640650406504065,1,0.2802374227272404,velocity_index,Low,0.0,0.0,Low
413512,728.0,9.0,Maharashtra,Latur,12138.0,20203.0,1912.0,20780.0,0.0121951219512195,14050.0,0.1575088557541807,1,0.0909455730743368,velocity_index,Low,0.0,0.0,Low
413513,130.0,4.0,Maharashtra,Latur,2398.0,5363.0,176.0,3845.0,0.0296296296296296,2574.0,0.0733639016256773,1,0.2849559799744207,ghost_ratio,Low,0.0,0.0,Low
413514,154.0,3.0,Maharashtra,Latur,2555.0,5289.0,180.0,5846.0,0.0189873417721519,2735.0,0.0704225352112676,1,0.2886255121164026,ghost_ratio,Low,0.0,0.0,Low
413515,307.0,4.0,Maharashtra,Latur,4271.0,6712.0,234.0,7235.0,0.0128205128205128,4505.0,0.0547752808988764,1,0.236492693197336,velocity_index,Low,0.0,0.0,Low
413516,132.0,0.0,Maharashtra,Latur,2161.0,4983.0,148.0,4322.0,0.0,2309.0,0.0684551341350601,1,0.3051575335069375,adult_spike_ratio,Low,0.0,0.0,Low
413517,1828.0,82.0,Maharashtra,Latur,7673.0,16463.0,754.0,11203.0,0.0429094714809,8427.0,0.0982538441490748,1,0.1751420590536213,velocity_index,Low,0.0,0.0,Low
413518,115.0,6.0,Maharashtra,Latur,1455.0,3638.0,99.0,2705.0,0.0491803278688524,1554.0,0.0679945054945054,1,0.2841893705706084,adult_spike_ratio,Low,0.0,0.0,Low
413519,164.0,17.0,Maharashtra,Latur,2862.0,4409.0,242.0,5213.0,0.0934065934065934,3104.0,0.0845267202235417,1,0.2202623338120882,adult_spike_ratio,Low,0.0,0.0,Low
413520,241.0,1.0,Maharashtra,Latur,5488.0,15465.0,253.0,6067.0,0.0041152263374485,5741.0,0.0460921843687374,1,0.2090920342747092,velocity_index,Low,0.0,0.0,Low
413521,271.0,1.0,Maharashtra,Latur,4884.0,14968.0,189.0,7085.0,0.0036630036630036,5073.0,0.038689866939611,1,0.2133275781159998,velocity_index,Low,0.0,0.0,Low
413522,145.0,1.0,Maharashtra,Latur,2117.0,6877.0,135.0,2692.0,0.0068027210884353,2252.0,0.0637393767705382,1,0.2816530254600857,ghost_ratio,Low,0.0,0.0,Low
413523,94.0,4.0,Maharashtra,Latur,2047.0,4080.0,117.0,4178.0,0.0404040404040404,2164.0,0.05712890625,1,0.275106442207912,adult_spike_ratio,Low,0.0,0.0,Low
413524,102.0,1.0,Maharashtra,Latur,1233.0,2450.0,84.0,2488.0,0.0096153846153846,1317.0,0.0680713128038897,1,0.3069848785870288,velocity_index,Low,0.0,0.0,Low
413525,72.0,0.0,Maharashtra,Osmanabad,2011.0,2200.0,65.0,3644.0,0.0,2076.0,0.0323061630218687,1,0.2776729187276151,adult_spike_ratio,Low,0.0,0.0,Low
413526,34.0,0.0,Maharashtra,Osmanabad,522.0,1157.0,21.0,550.0,0.0,543.0,0.0401529636711281,1,0.3142168041607674,adult_spike_ratio,Low,0.0,0.0,Low
413527,159.0,3.0,Maharashtra,Latur,3094.0,7681.0,231.0,5020.0,0.0184049079754601,3325.0,0.0746365105008077,1,0.2837520247094042,ghost_ratio,Low,0.0,0.0,Low
413528,70.0,2.0,Maharashtra,Osmanabad,1200.0,1853.0,39.0,1442.0,0.0273972602739726,1239.0,0.0324729392173189,1,0.2744265699238847,velocity_index,Low,0.0,0.0,Low
413529,77.0,0.0,Maharashtra,Latur,1090.0,2379.0,87.0,2227.0,0.0,1177.0,0.0797433547204399,1,0.326013054604899,adult_spike_ratio,Low,0.0,0.0,Low
413530,80.0,1.0,Maharashtra,Latur,1446.0,5112.0,74.0,1751.0,0.0121951219512195,1520.0,0.0511402902557014,1,0.2907297395094733,velocity_index,Low,0.0,0.0,Low
413531,337.0,2.0,Maharashtra,Latur,6165.0,16188.0,322.0,8137.0,0.0058823529411764,6487.0,0.0522218618228997,1,0.2066083269312326,velocity_index,Low,0.0,0.0,Low
413532,192.0,1.0,Maharashtra,Latur,1719.0,5742.0,174.0,3723.0,0.0051546391752577,1893.0,0.1011627906976744,1,0.2994942827440935,ghost_ratio,Low,0.0,0.0,Low
413534,35.0,0.0,Maharashtra,Osmanabad,656.0,1759.0,45.0,1062.0,0.0,701.0,0.0684931506849315,1,0.3274352683552299,adult_spike_ratio,Low,0.0,0.0,Low
413544,138.0,0.0,Maharashtra,Latur,1937.0,5198.0,109.0,3219.0,0.0,2046.0,0.0562435500515995,1,0.3001520216063753,adult_spike_ratio,Low,0.0,0.0,Low
413580,0.0,0.0,0,0,1.0,2.0,0.0,10.0,0.0,1.0,0.0,1,0.2521203214867692,ghost_ratio,Low,0.0,0.0,Low
413581,33.0,0.0,Maharashtra,Latur,532.0,617.0,20.0,603.0,0.0,552.0,0.0375234521575985,1,0.3124784445599676,adult_spike_ratio,Low,0.0,0.0,Low
413601,257.0,4.0,Maharashtra,Osmanabad,4673.0,8398.0,170.0,6016.0,0.015267175572519,4843.0,0.0363714163457424,1,0.2197668978233445,velocity_index,Low,0.0,0.0,Low
413602,131.0,1.0,Maharashtra,Osmanabad,2630.0,5313.0,90.0,3477.0,0.0075187969924812,2720.0,0.0342075256556442,1,0.2578271201975492,ghost_ratio,Low,0.0,0.0,Low
413603,108.0,0.0,Maharashtra,Dharashiv,2200.0,3771.0,63.0,3594.0,0.0,2263.0,0.0286233530213539,1,0.2620827285873639,ghost_ratio,Low,0.0,0.0,Low
413604,139.0,2.0,Maharashtra,Osmanabad,3697.0,5040.0,212.0,6955.0,0.0140845070422535,3909.0,0.057328285559762,1,0.2559582653090167,velocity_index,Low,0.0,0.0,Low
413605,116.0,5.0,Maharashtra,Osmanabad,2125.0,3244.0,113.0,5105.0,0.040983606557377,2238.0,0.0531514581373471,1,0.2656045523924745,adult_spike_ratio,Low,0.0,0.0,Low
413606,561.0,11.0,Maharashtra,Osmanabad,7044.0,7714.0,619.0,14210.0,0.019197207678883,7663.0,0.0878637331440738,1,0.2048529623626487,velocity_index,Low,0.0,0.0,Low
413607,105.0,1.0,Maharashtra,Latur,1925.0,5869.0,85.0,1888.0,0.0093457943925233,2010.0,0.0441329179646936,1,0.2785335885234499,ghost_ratio,Low,0.0,0.0,Low
413608,117.0,0.0,Maharashtra,Osmanabad,1937.0,3737.0,136.0,5805.0,0.0,2073.0,0.0701754385964912,1,0.3098197654015214,adult_spike_ratio,Low,0.0,0.0,Low
413623,97.0,1.0,Maharashtra,Osmanabad,1772.0,2605.0,70.0,2018.0,0.0101010101010101,1842.0,0.0394811054709531,1,0.2788491488675018,ghost_ratio,Low,0.0,0.0,Low
413624,36.0,0.0,Maharashtra,Osmanabad,860.0,1496.0,29.0,811.0,0.0,889.0,0.0336817653890824,1,0.3046843445033089,adult_spike_ratio,Low,0.0,0.0,Low
413701,171.0,4.0,Maharashtra,Ahmadnagar,2330.0,3373.0,78.0,3726.0,0.0227272727272727,2408.0,0.0334620334620334,1,0.2564087826351129,ghost_ratio,Low,0.0,0.0,Low
413702,157.0,2.0,Maharashtra,Ahmadnagar,1815.0,1835.0,75.0,3132.0,0.0125,1890.0,0.0412995594713656,1,0.2801077597156201,ghost_ratio,Low,0.0,0.0,Low
413703,104.0,0.0,Maharashtra,Ahmadnagar,1264.0,2164.0,69.0,1401.0,0.0,1333.0,0.0545454545454545,1,0.3132703848504158,adult_spike_ratio,Low,0.0,0.0,Low
413704,83.0,0.0,Maharashtra,Ahmadnagar,1649.0,1051.0,67.0,2095.0,0.0,1716.0,0.0406060606060606,1,0.2989949608196544,adult_spike_ratio,Low,0.0,0.0,Low
413705,285.0,12.0,Maharashtra,Ahmednagar,4774.0,4316.0,193.0,7031.0,0.0402684563758389,4967.0,0.0404188481675392,1,0.2040261983448619,velocity_index,Low,0.0,0.0,Low
413706,96.0,0.0,Maharashtra,Ahmadnagar,2493.0,2302.0,125.0,4551.0,0.0,2618.0,0.0501202886928628,1,0.2869374505022499,adult_spike_ratio,Low,0.0,0.0,Low
413707,66.0,0.0,Maharashtra,Ahmadnagar,1283.0,898.0,53.0,1436.0,0.0,1336.0,0.0412772585669781,1,0.3035732008384555,adult_spike_ratio,Low,0.0,0.0,Low
413708,43.0,0.0,Maharashtra,Ahmadnagar,985.0,899.0,49.0,1407.0,0.0,1034.0,0.0496957403651115,1,0.3180714768838566,adult_spike_ratio,Low,0.0,0.0,Low
413709,148.0,0.0,Maharashtra,Ahmadnagar,3152.0,4946.0,229.0,4226.0,0.0,3381.0,0.0726292419917538,1,0.2878214116872056,adult_spike_ratio,Low,0.0,0.0,Low
413710,123.0,0.0,Maharashtra,Ahmadnagar,1769.0,1815.0,120.0,2004.0,0.0,1889.0,0.0677966101694915,1,0.3179805844524965,adult_spike_ratio,Low,0.0,0.0,Low
413711,82.0,0.0,Maharashtra,Ahmadnagar,1073.0,1442.0,31.0,1255.0,0.0,1104.0,0.0288640595903165,1,0.2954380677283593,adult_spike_ratio,Low,0.0,0.0,Low
413712,25.0,1.0,Maharashtra,Ahmadnagar,348.0,471.0,6.0,137.0,0.037037037037037,354.0,0.0171919770773638,1,0.2504569922230706,ghost_ratio,Low,0.0,0.0,Low
413713,44.0,0.0,Maharashtra,Ahmadnagar,733.0,925.0,51.0,612.0,0.0,784.0,0.0694822888283378,1,0.3270531819337798,adult_spike_ratio,Low,0.0,0.0,Low
413714,145.0,3.0,Maharashtra,Ahmed Nagar,1666.0,2299.0,52.0,1907.0,0.0201342281879194,1718.0,0.0311937612477504,1,0.2749405745502948,ghost_ratio,Low,0.0,0.0,Low
413715,124.0,2.0,Maharashtra,Ahmadnagar,2246.0,2794.0,60.0,2527.0,0.0157480314960629,2306.0,0.0267022696929239,1,0.2435709224908432,ghost_ratio,Low,0.0,0.0,Low
413716,52.0,0.0,Maharashtra,Ahmadnagar,1506.0,2035.0,31.0,1002.0,0.0,1537.0,0.0205706702057067,1,0.271120444153726,ghost_ratio,Low,0.0,0.0,Low
413717,31.0,0.0,Maharashtra,Ahmadnagar,342.0,465.0,23.0,740.0,0.0,365.0,0.0670553935860058,1,0.3249503508659577,adult_spike_ratio,Low,0.0,0.0,Low
413718,33.0,0.0,Maharashtra,Ahmadnagar,753.0,643.0,39.0,1689.0,0.0,792.0,0.0517241379310344,1,0.3184556694112707,adult_spike_ratio,Low,0.0,0.0,Low
413719,99.0,0.0,Maharashtra,Ahmadnagar,960.0,1132.0,91.0,1771.0,0.0,1051.0,0.0946930280957336,1,0.3309005232266181,adult_spike_ratio,Low,0.0,0.0,Low
413720,67.0,0.0,Maharashtra,Ahmadnagar,869.0,1019.0,51.0,811.0,0.0,920.0,0.0586206896551724,1,0.3223572946707785,velocity_index,Low,0.0,0.0,Low
413721,39.0,1.0,Maharashtra,Ahmadnagar,1200.0,1611.0,30.0,2321.0,0.024390243902439,1230.0,0.0249791840133222,1,0.2629310700125612,ghost_ratio,Low,0.0,0.0,Low
413722,26.0,0.0,Maharashtra,Ahmadnagar,621.0,394.0,13.0,759.0,0.0,634.0,0.0209003215434083,1,0.2894187959165566,ghost_ratio,Low,0.0,0.0,Low
413723,49.0,0.0,Maharashtra,Ahmadnagar,687.0,695.0,50.0,1051.0,0.0,737.0,0.0726744186046511,1,0.3279519682277999,adult_spike_ratio,Low,0.0,0.0,Low
413725,113.0,0.0,Maharashtra,Ahmadnagar,1722.0,1298.0,134.0,3716.0,0.0,1856.0,0.0777713290771909,1,0.3212525375226602,adult_spike_ratio,Low,0.0,0.0,Low
413726,73.0,4.0,Maharashtra,Ahmadnagar,1204.0,1450.0,46.0,1525.0,0.0512820512820512,1250.0,0.0381742738589211,1,0.26968582355977,velocity_index,Low,0.0,0.0,Low
413728,114.0,4.0,Maharashtra,Ahmadnagar,1450.0,2260.0,54.0,2030.0,0.0336134453781512,1504.0,0.0372157133011716,1,0.278537352173469,velocity_index,Low,0.0,0.0,Low
413736,96.0,0.0,Maharashtra,Ahmadnagar,1352.0,1607.0,60.0,1172.0,0.0,1412.0,0.0443458980044345,1,0.3051630159966774,adult_spike_ratio,Low,0.0,0.0,Low
413737,128.0,1.0,Maharashtra,Ahmadnagar,793.0,1198.0,26.0,316.0,0.0076923076923076,819.0,0.0327455919395466,1,0.284952526941463,velocity_index,Low,0.0,0.0,Low
413738,53.0,2.0,Maharashtra,Ahmed Nagar,994.0,1130.0,40.0,1480.0,0.0357142857142857,1034.0,0.0402010050251256,1,0.2859119067865328,velocity_index,Low,0.0,0.0,Low
413739,92.0,0.0,Maharashtra,Ahmadnagar,1411.0,1511.0,107.0,2699.0,0.0,1518.0,0.0757790368271954,1,0.3223583434809524,adult_spike_ratio,Low,0.0,0.0,Low
413801,195.0,16.0,Maharashtra,Pune,3095.0,3544.0,158.0,3741.0,0.0754716981132075,3253.0,0.0510335917312661,1,0.2172112570632714,adult_spike_ratio,Low,0.0,0.0,Low
413802,21.0,3.0,Maharashtra,Pune,407.0,274.0,6.0,311.0,0.12,413.0,0.0147058823529411,1,0.1801896778569042,adult_spike_ratio,Low,0.0,0.0,Low
414001,345.0,3.0,Maharashtra,Ahmed Nagar,10070.0,9045.0,536.0,7745.0,0.0085959885386819,10606.0,0.0532221229272167,1,0.1333234929561809,velocity_index,Low,0.0,0.0,Low
414002,106.0,3.0,Maharashtra,Ahmadnagar,1815.0,3409.0,71.0,2590.0,0.0272727272727272,1886.0,0.0390969162995594,1,0.2737030862887321,ghost_ratio,Low,0.0,0.0,Low
414003,117.0,0.0,Maharashtra,Ahmadnagar,2717.0,2665.0,156.0,2326.0,0.0,2873.0,0.0573951434878587,1,0.2906418357421854,adult_spike_ratio,Low,0.0,0.0,Low
414005,105.0,0.0,Maharashtra,Ahmadnagar,1556.0,2968.0,117.0,1715.0,0.0,1673.0,0.0751445086705202,1,0.3232916797141985,adult_spike_ratio,Low,0.0,0.0,Low
414006,40.0,0.0,Maharashtra,Ahmadnagar,1365.0,1277.0,46.0,1601.0,0.0,1411.0,0.0336749633967789,1,0.2955480246297693,adult_spike_ratio,Low,0.0,0.0,Low
414101,63.0,1.0,Maharashtra,Ahmadnagar,1102.0,1396.0,28.0,2653.0,0.0153846153846153,1130.0,0.0253853127833182,1,0.2740867190949757,ghost_ratio,Low,0.0,0.0,Low
414102,217.0,2.0,Maharashtra,Ahmadnagar,4480.0,7720.0,310.0,6272.0,0.009090909090909,4790.0,0.0691809863869672,1,0.2524411966410214,velocity_index,Low,0.0,0.0,Low
414103,108.0,0.0,Maharashtra,Ahmadnagar,1638.0,3003.0,113.0,2257.0,0.0,1751.0,0.0689444783404514,1,0.3184180489685647,adult_spike_ratio,Low,0.0,0.0,Low
414105,314.0,16.0,Maharashtra,Ahmednagar,3160.0,2326.0,219.0,6263.0,0.0483383685800604,3379.0,0.0692818728250553,1,0.2565148590747911,velocity_index,Low,0.0,0.0,Low
414106,107.0,0.0,Maharashtra,Ahmadnagar,2339.0,4989.0,142.0,2092.0,0.0,2481.0,0.0606837606837606,1,0.2959505035790504,adult_spike_ratio,Low,0.0,0.0,Low
414111,97.0,0.0,Maharashtra,Ahmadnagar,1956.0,2587.0,111.0,2129.0,0.0,2067.0,0.0567194685743484,1,0.299280854079562,adult_spike_ratio,Low,0.0,0.0,Low
414113,70.0,0.0,Maharashtra,Ahmadnagar,1062.0,1914.0,57.0,2033.0,0.0,1119.0,0.0536218250235183,1,0.3176047064633707,adult_spike_ratio,Low,0.0,0.0,Low
414201,36.0,0.0,Maharashtra,Ahmed Nagar,912.0,1301.0,52.0,806.0,0.0,964.0,0.0569550930996714,1,0.3223020616981899,velocity_index,Low,0.0,0.0,Low
414202,160.0,3.0,Maharashtra,Beed,3542.0,3488.0,337.0,9501.0,0.0182926829268292,3879.0,0.0951171323736946,1,0.2702418639554784,velocity_index,Low,0.0,0.0,Low
414203,315.0,15.0,Maharashtra,Beed,4388.0,5438.0,296.0,10884.0,0.0453172205438066,4684.0,0.0674413305992253,1,0.224843327064358,velocity_index,Low,0.0,0.0,Low
414204,154.0,1.0,Maharashtra,Beed,3569.0,3019.0,231.0,5687.0,0.0064102564102564,3800.0,0.0647058823529411,1,0.262342411951187,velocity_index,Low,0.0,0.0,Low
